modeoflearning,edlevel,yearscode,yearscodepro,devtype,languagehaveworkedwith,databasehaveworkedwith,platformhaveworkedwith,webframehaveworkedwith,newcollabtoolshaveworkedwith,opsyspersonal_use,opsysprofessionaluse,workexpyears,industry
Remote,Some collegeuniversity study without earning a degree,7,5,System administrator,BashShell all shellsGoHTMLCSSPHPPythonSQL,MariaDBMySQLPostgreSQLRedisSQLite,Amazon Web Services AWSCloudflareDigital OceanGoogle CloudHetznerLinode now AkamaiOracle Cloud Infrastructure OCIOVHVultr,FastAPILaravelWordPress,NeovimPhpStormPyCharmVimVisual Studio Code,WindowsWindows Subsystem for Linux WSL,MacOSOther Linuxbased,8,Internet Telecomm or Information Services
Remote,Bachelors degree BA BS BEng etc,15,6,Engineer site reliability,BashShell all shellsCGoGroovyHTMLCSSJavaJavaScriptPowerShellPythonTypeScript,CockroachdbElasticsearchPostgreSQLRedis,Amazon Web Services AWSDigital OceanGoogle CloudMicrosoft AzureNetlify,HtmxReact,CLionDataGripFleetGolandIntelliJ IDEANeovimPyCharmVimVisual Studio CodeWebStorm,UbuntuWindows,MacOS,7,Software Development
Remote,Bachelors degree BA BS BEng etc,28,22,Cloud infrastructure engineer,BashShell all shellsCHTMLCSSJavaScriptPHPPowerShellSQL,Cosmos DBMicrosoft SQL ServerMongoDB,Microsoft Azure,WordPress,Visual Studio Code,MacOSUbuntuWindows,MacOSUbuntuWindows,-1,Unknown
Hybrid some remote some inperson,Some collegeuniversity study without earning a degree,10,8,Data engineer,CPythonSQL,Databricks SQLPostgreSQLSnowflakeSQLite,Amazon Web Services AWSDatabricksGoogle CloudMicrosoft Azure,Flask,EmacsVisual Studio Code,Ubuntu,Ubuntu,-1,Unknown
Unknown,Bachelors degree BA BS BEng etc,10,10,Academic researcher,AssemblyBashShell all shellsCCHaskellJavaScriptPythonRustScalaTypeScript,CassandraMongoDBMySQLNeo4J,Unknown,Unknown,Visual Studio Code,UbuntuWindowsWindows Subsystem for Linux WSL,UbuntuWindows Subsystem for Linux WSL,-1,Unknown
Inperson,Bachelors degree BA BS BEng etc,10,2,Developer AI,BashShell all shellsPythonRustTypeScript,DuckDBDynamodbMongoDBPostgreSQLSQLite,Amazon Web Services AWSCloudflareFlyio,NextjsReactSolidjs,Unknown,MacOS,MacOS,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,25,22,System administrator,HTMLCSSJavaScriptPerlPHPPowerShellSQLVBA,MariaDBMicrosoft SQL ServerMySQLSQLite,Amazon Web Services AWSHetzner,jQueryNextjsNodejsWordPress,EclipseKateNanoNotepadVisual Studio Code,DebianUbuntuWindows,DebianUbuntuWindows,-1,Unknown
Unknown,Primaryelementary school,3,-1,Developer desktop or enterprise applications,CGoRust,Unknown,Unknown,Unknown,Visual Studio Code,AndroidFedoraWindows,Unknown,-1,Unknown
Unknown,Some collegeuniversity study without earning a degree,22,-1,Data or business analyst,VBA,Unknown,Unknown,Unknown,Visual StudioVisual Studio Code,Windows,Windows,-1,Unknown
Remote,Secondary school eg American high school German Realschule or Gymnasium etc,11,3,Developer backend,JavaKotlinPythonScala,BigQueryElasticsearchMongoDB,Google Cloud,Spring Boot,IntelliJ IDEAJupyter NotebookJupyterLab,WindowsWindows Subsystem for Linux WSL,WindowsWindows Subsystem for Linux WSL,3,Retail and Consumer Services
Remote,Associate degree AA AS etc,20,14,Developer fullstack,HTMLCSSJavaJavaScriptPHPSQL,MySQL,CloudflareGoogle CloudManaged Hosting,WordPress,BBEdit,MacOS,MacOS,-1,Unknown
Unknown,Primaryelementary school,0,-1,Other please specify,C,Unknown,Unknown,Unknown,CodeBlocksIntelliJ IDEAVisual Studio Code,Windows,Windows,-1,Unknown
Remote,Masters degree MA MS MEng MBA etc,15,10,DevOps specialist,CCGroovyPerlPython,InfluxDBMariaDBMicrosoft SQL ServerSQLite,Amazon Web Services AWSGoogle CloudMicrosoft AzureOpenStackOVH,Unknown,NanoQt CreatorVisual Studio Code,DebianUbuntuWindowsWindows Subsystem for Linux WSL,Unknown,-1,Unknown
Unknown,Secondary school eg American high school German Realschule or Gymnasium etc,2,-1,Student,CCJavaKotlinRust,Firebase Realtime Database,FirebaseGoogle Cloud,FlaskNodejsReact,Android StudioCodeBlocksJupyter NotebookJupyterLabVisual Studio,AIXWindowsWindows Subsystem for Linux WSL,Unknown,-1,Unknown
Unknown,Some collegeuniversity study without earning a degree,5,-1,Student,CJavaJavaScriptPython,Unknown,Unknown,NextjsNodejsReact,Visual Studio CodeVSCodium,ArchWindows,Unknown,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,30,27,Developer fullstack,CHTMLCSSJavaScriptSQL,Microsoft SQL ServerRedisSQLite,Unknown,ASPNETASPNET COREFastAPIjQuery,NotepadVisual Studio,UbuntuWindowsWindows Subsystem for Linux WSL,UbuntuWindowsWindows Subsystem for Linux WSL,30,Software Development
Remote,Masters degree MA MS MEng MBA etc,5,3,Developer backend,BashShell all shellsGoHTMLCSSJavaPythonSQLTypeScript,PostgreSQL,Vultr,Angular,Android StudioGolandIntelliJ IDEAPyCharmVisual Studio CodeWebStorm,MacOSRed HatUbuntu,MacOS,-1,Unknown
Unknown,Masters degree MA MS MEng MBA etc,3,0,Developer embedded applications or devices,BashShell all shellsCGoOCamlRustTypeScript,MySQLPostgreSQLSQLite,Unknown,Unknown,Neovim,ArchMacOS,ArchMacOS,-1,Unknown
Unknown,Primaryelementary school,4,3,Unknown,CJavaScriptPython,Unknown,Google Cloud,Unknown,Visual Studio Code,Windows,Windows,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,4,-1,Developer fullstack,CGoHTMLCSSJavaScriptPythonSQLTypeScript,MongoDBPostgreSQL,Digital OceanMicrosoft Azure,AngularExpressFastAPIFlaskNodejsReact,Android StudioDataGripVisual StudioVisual Studio CodeXcode,Windows,Windows,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,17,11,Developer fullstack,HTMLCSSJavaScriptPHPPythonSQLTypeScript,MySQLSQLite,Amazon Web Services AWSFirebase,AngularjQuery,PhpStormSublime TextVisual Studio Code,Windows,Red HatWindows,11,Software Development
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,8,6,Developer fullstack,BashShell all shellsCHTMLCSSPowerShellTypeScript,Microsoft SQL Server,Microsoft Azure,AngularASPNET COREBlazor,RiderVisual StudioVisual Studio Code,WindowsWindows Subsystem for Linux WSL,WindowsWindows Subsystem for Linux WSL,6,Software Development
Inperson,Bachelors degree BA BS BEng etc,23,13,Developer fullstack,CHTMLCSSJavaScriptSQL,Microsoft SQL Server,Microsoft Azure,ASPNETASPNET COREjQuery,NotepadVisual Studio,Windows,Windows,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,28,28,Developer fullstack,CHTMLCSSJavaScriptPerlPHPPowerShellPythonSQLTypeScriptVisual Basic Net,ElasticsearchMariaDBMicrosoft SQL ServerMySQLOracleSQLite,Linode now AkamaiMicrosoft Azure,ASPNETASPNET COREBlazorjQueryNodejsWordPress,NotepadVimVisual StudioVisual Studio Code,UbuntuWindows,Windows,28,Retail and Consumer Services
Unknown,Masters degree MA MS MEng MBA etc,6,2,Student,Python,MySQL,Google CloudPythonAnywhere,Yii 2,Unknown,iOSUbuntu,iOSUbuntu,-1,Unknown
Remote,Something else,15,-1,Developer fullstack,CDartGroovyHTMLCSSJavaJavaScriptPHPPythonSQLTypeScript,MongoDBMySQLOracleSQLite,Unknown,AngularASPNETDjangoExpressFastAPIFastifyjQueryNextjsNodejsReact,NeovimNotepadPhpStormPyCharmSublime TextVisual Studio Code,AndroidUbuntuWindows,AndroidUbuntuWindows,-1,Unknown
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,10,3,Developer fullstack,BashShell all shellsCHTMLCSSJavaScriptPythonSQL,MySQL,Amazon Web Services AWS,jQueryNodejsVuejsWordPress,IntelliJ IDEAJupyter NotebookJupyterLabNotepadPyCharmSublime TextVisual Studio Code,UbuntuWindows,Ubuntu,3,Software Development
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,11,6,Cloud infrastructure engineer,BashShell all shellsCCDelphiHaskellHTMLCSSJavaJavaScriptLuaPerlPowerShellPythonSQL,Microsoft SQL ServerMongoDBMySQLPostgreSQLSQLite,Google CloudMicrosoft Azure,ASPNETASPNET COREFlask,Jupyter NotebookJupyterLabNotepadPyCharmVisual StudioVisual Studio Code,Windows,Windows,6,Healthcare
Remote,Masters degree MA MS MEng MBA etc,8,6,Developer backend,PHP,ElasticsearchMySQLRedis,Digital Ocean,Laravel,PhpStorm,Ubuntu,Ubuntu,-1,Unknown
Hybrid some remote some inperson,Professional degree JD MD PhD EdD etc,20,8,Data scientist or machine learning specialist,GoHTMLCSSPythonSQLZig,DuckDB,Amazon Web Services AWS,FastAPIHtmx,Visual Studio Code,Ubuntu,WindowsWindows Subsystem for Linux WSL,8,Computer Systems Design and Services
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,25,20,Senior Executive CSuite VP etc,BashShell all shellsCDelphiJavaJavaScriptPython,MariaDBMicrosoft SQL Server,Microsoft Azure,Unknown,Rad Studio Delphi C BuilderVisual Studio Code,Windows,Windows,-1,Unknown
Unknown,Bachelors degree BA BS BEng etc,6,0,Developer mobile,CJavaJavaScriptKotlinTypeScript,Firebase Realtime DatabaseMongoDBSQLite,Unknown,ExpressNodejsReact,Android StudioIntelliJ IDEANotepadVisual StudioVisual Studio Code,Windows,Unknown,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,10,5,Developer backend,Java,PostgreSQLRedis,Amazon Web Services AWSGoogle CloudMicrosoft Azure,Spring Boot,CLionGolandHelixIntelliJ IDEAVim,DebianMacOSUbuntuWindows,MacOS,-1,Unknown
Inperson,Bachelors degree BA BS BEng etc,46,46,Other please specify,CCJavaObjectiveCSwift,SQLite,Unknown,ASPNET,Android StudioCodeBlocksQt CreatorVisual StudioVisual Studio CodeXcode,Windows,Windows,-1,Unknown
Hybrid some remote some inperson,Secondary school eg American high school German Realschule or Gymnasium etc,6,-1,Other please specify,BashShell all shellsJavaScriptLuaPythonRust,MariaDBSQLite,Unknown,Nodejs,Jupyter NotebookJupyterLabNanoVSCodium,Windows,Other please specify,-1,Unknown
Remote,Some collegeuniversity study without earning a degree,2,1,Developer backend,BashShell all shellsGoHTMLCSSJava,H2MariaDBMongoDBMySQLPostgreSQLSQLite,Microsoft Azure,AngularFlaskHtmxNextjsNodejsReactSpring Boot,IntelliJ IDEAJupyter NotebookJupyterLabNeovimNotepadVimVisual Studio CodeVSCodium,Arch,WindowsWindows Subsystem for Linux WSL,2,Software Development
Hybrid some remote some inperson,Some collegeuniversity study without earning a degree,9,9,Developer backend,ElixirHTMLCSSSQL,Microsoft SQL ServerPostgreSQL,Amazon Web Services AWS,Phoenix,Unknown,iOSiPadOSMacOS,MacOS,-1,Unknown
Hybrid some remote some inperson,Professional degree JD MD PhD EdD etc,37,34,Educator,BashShell all shellsHaskellHTMLCSSJavaScriptJuliaLispPerlPythonR,Unknown,Unknown,Unknown,Jupyter NotebookJupyterLabNeovimRStudioVim,Debian,Debian,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,9,5,Developer fullstack,HTMLCSSJavaScriptPHPSQL,MariaDBMySQL,Amazon Web Services AWSCloudflareFirebaseGoogle CloudMicrosoft Azure,jQueryReactWordPress,Visual Studio Code,AndroidWindows,AndroidiOSiPadOSMacOS,7,Media  Advertising Services
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,11,3,Developer fullstack,BashShell all shellsCGDScriptGoHTMLCSSJavaJavaScriptKotlinPHPPythonRubySQLTypeScript,MongoDBMySQLPostgreSQLRedis,Digital Ocean,ExpressFastAPIFlaskHtmxNextjsNodejsReactRuby on RailsVuejs,Android StudioCLionDataGripFleetIntelliJ IDEAPyCharmRiderRubyMineVimVisual Studio Code,DebianMacOSUbuntu,MacOSUbuntu,5,Higher Education
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,5,4,Data engineer,PythonSQLTypeScript,Unknown,Microsoft Azure,Svelte,IntelliJ IDEAIPythonPyCharmVisual Studio Code,UbuntuWindowsWindows Subsystem for Linux WSL,Ubuntu,3,Fintech
Unknown,Bachelors degree BA BS BEng etc,14,10,Academic researcher,AdaCCFortranGoJuliaMATLABNimPowerShellPythonZig,Microsoft AccessMicrosoft SQL ServerPostgreSQLSQLite,Amazon Web Services AWSDigital OceanGoogle CloudIBM Cloud Or WatsonMicrosoft Azure,Deno,CLionCodeBlocksFleetGeanyNotepadSpyderSublime TextVisual StudioVisual Studio CodeVSCodium,ChromeOSWindowsWindows Subsystem for Linux WSL,WindowsWindows Subsystem for Linux WSL,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,7,4,Developer embedded applications or devices,JavaScriptSQLTypeScript,MongoDB,Unknown,NextjsNodejs,Android StudioNotepadRStudioVisual StudioVisual Studio Code,iOSMacOSWindows,Windows,7,Manufacturing
Remote,Bachelors degree BA BS BEng etc,17,7,Developer fullstack,CHTMLCSSJavaScriptPowerShellPythonRustSQLTypeScript,Microsoft SQL Server,Microsoft Azure,ASPNETASPNET COREBlazorjQuery,VimVisual StudioVisual Studio Code,Windows,Windows,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,6,2,Developer frontend,CJavaScriptMATLABPython,MongoDB,Unknown,FastAPINextjsNodejsReact,RStudioVisual Studio Code,Windows,MacOSWindows,2,Software Development
Remote,Masters degree MA MS MEng MBA etc,22,15,Developer fullstack,CHTMLCSSSQLTypeScript,MySQLSQLite,Microsoft Azure,ASPNET CORE,Visual StudioVisual Studio Code,Windows,Windows,15,Software Development
Unknown,Professional degree JD MD PhD EdD etc,4,-1,Other please specify,CCGDScriptGoGroovyHaskellHTMLCSSJavaJavaScriptKotlinMATLABNimObjectiveCPHPPowerShellPrologPythonRubyRustScalaSoliditySQLSwiftTypeScriptVisual Basic NetZephyrZig,BigQueryCassandraClickhouseCloud FirestoreCosmos DBCouchbaseDatabricks SQLDynamodbElasticsearchEventStoreDBFirebase Realtime DatabaseH2IBM DB2InfluxDBMicrosoft AccessMongoDBMySQLNeo4JOraclePostgreSQLPrestoRavenDBRedisSQLite,Alibaba CloudAmazon Web Services AWSCloudflareColocationDatabricksDigital OceanFirebaseFlyioGoogle CloudHerokuIBM Cloud Or WatsonLinode now AkamaiManaged HostingMicrosoft AzureNetlifyOpenShiftOpenStackOracle Cloud Infrastructure OCIPythonAnywhereRenderScalewaySupabaseVercelVMware,AngularAngularJSASPNETASPNET COREAstroCodeIgniterDenoDjangoElmExpressFastAPIFastifyGatsbyjQueryNestJSNextjsNodejsPhoenixPlay FrameworkReactRemixRuby on RailsSolidjsSpring BootStrapiSymfonyVuejsWordPressYii 2,Android StudioCLionCodeBlocksDataGripEclipseFleetGolandHelixIntelliJ IDEAIPythonKateNanoNeovimNotepadPhpStormPyCharmQt CreatorRad Studio Delphi C BuilderRiderRubyMineSpyderVimVisual StudioVisual Studio CodeWebStormXcode,AndroidArchChromeOSDebianFedoraHaikuiOSiPadOSMacOSOther LinuxbasedRed HatSolarisUbuntuWindowsWindows Subsystem for Linux WSL,AIXAndroidChromeOSDebianFedoraiOSiPadOSMacOSOther LinuxbasedRed HatSolarisUbuntuWindowsWindows Subsystem for Linux WSL,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,17,10,Data engineer,JavaJavaScript,PostgreSQL,Amazon Web Services AWS,NodejsReact,IntelliJ IDEA,MacOS,MacOS,-1,Unknown
Remote,Primaryelementary school,5,-1,Student,JavaScriptPHPRustTypeScript,MariaDBSQLite,Unknown,AngularLaravelSvelte,IntelliJ IDEAVisual Studio Code,MacOS,Windows,-1,Unknown
Unknown,Bachelors degree BA BS BEng etc,17,15,Developer fullstack,CHTMLCSSJavaScriptPowerShellSQLTypeScript,Microsoft SQL Server,CloudflareDigital OceanGoogle CloudMicrosoft Azure,AngularASPNET COREBlazorNextjsNodejsReactWordPress,NanoRiderVimVisual StudioVisual Studio Code,MacOS,Windows,-1,Unknown
Remote,Associate degree AA AS etc,45,42,Developer fullstack,BashShell all shellsGroovyHTMLCSSJavaJavaScriptKotlinPHPPythonSQL,IBM DB2MariaDBMySQLPostgreSQLSQLite,Amazon Web Services AWSCloudflareGoogle CloudVMware,jQuerySpring BootWordPress,Android StudioEclipseIntelliJ IDEAKateNotepadVim,iOSiPadOSMacOSUbuntuOther please specify,AndroidUbuntuOther please specify,46,Retail and Consumer Services
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,10,7,Developer fullstack,BashShell all shellsCFHTMLCSSJavaScriptPowerShellPythonRustTypeScript,Cosmos DBMicrosoft SQL ServerMongoDBPostgreSQL,Amazon Web Services AWSMicrosoft Azure,ASPNET COREBlazorNodejsReact,IntelliJ IDEANeovimVimVisual StudioVisual Studio Code,AndroidDebianUbuntu,DebianWindowsWindows Subsystem for Linux WSL,9,Manufacturing
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,5,1,Data or business analyst,Python,BigQuery,Amazon Web Services AWSDigital OceanGoogle Cloud,Unknown,DataGripJupyter NotebookJupyterLabPyCharm,Unknown,Windows,-1,Unknown
Unknown,Secondary school eg American high school German Realschule or Gymnasium etc,4,0,Student,BashShell all shellsGoJavaJavaScriptLuaPHPPowerShellPythonRustSQLTypeScript,MySQL,Unknown,ExpressjQuery,IntelliJ IDEANanoNotepadPyCharmRiderVisual Studio CodeVSCodium,AndroidUbuntuWindowsWindows Subsystem for Linux WSL,iOSUbuntuWindowsWindows Subsystem for Linux WSL,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,20,13,Developer fullstack,CPowerShellSQLVisual Basic Net,Microsoft SQL Server,Microsoft Azure,Unknown,Visual StudioVisual Studio Code,Windows,Windows,12,Internet Telecomm or Information Services
Remote,Bachelors degree BA BS BEng etc,17,13,Developer Experience,BashShell all shellsLuaPython,DynamodbPostgreSQL,Amazon Web Services AWS,FastAPI,NeovimSublime Text,Arch,Ubuntu,13,Other
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,34,24,DevOps specialist,JavaSQL,ElasticsearchMySQL,Amazon Web Services AWS,Spring Boot,EclipseVisual Studio Code,UbuntuWindows,UbuntuWindows,24,Software Development
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,11,7,Developer fullstack,GDScriptHTMLCSSJavaScriptPythonSQLTypeScript,MongoDBPostgreSQL,Amazon Web Services AWS,FlaskNodejsReact,NetbeansPyCharmSublime TextVim,DebianMacOSWindows,DebianMacOSWindows,8,Healthcare
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,3,2,Developer mobile,Kotlin,Firebase Realtime DatabaseMySQL,Google Cloud,Unknown,Android Studio,AndroidWindows,AndroidWindows,2,Unknown
Remote,Some collegeuniversity study without earning a degree,4,4,Engineer site reliability,GoHTMLCSSJavaJavaScriptLuaPHPPythonRRustTypeScript,ClickhouseCockroachdbElasticsearchMariaDBMicrosoft SQL ServerMongoDBPostgreSQLRedisSQLiteTiDB,Amazon Web Services AWSGoogle CloudMicrosoft AzureVMware,DjangoFlaskSvelteVuejsWordPress,Jupyter NotebookJupyterLabNeovimRStudioVimVisual StudioVisual Studio CodeVSCodiumXcode,AndroidArchDebianiOSUbuntu,DebianFedoraRed HatUbuntu,9,Higher Education
Inperson,Bachelors degree BA BS BEng etc,10,6,Developer fullstack,BashShell all shellsHTMLCSSJavaScriptPHPPythonRubySQLTypeScript,MongoDBMySQLPostgreSQLRedisSQLite,Amazon Web Services AWSCloudflareDigital OceanMicrosoft AzureNetlifyVercel,DjangoNextjsNodejsReactWordPress,NanoSpyderVisual Studio Code,UbuntuWindowsWindows Subsystem for Linux WSL,MacOS,10,Software Development
Hybrid some remote some inperson,Associate degree AA AS etc,15,10,Developer fullstack,ApexBashShell all shellsCGoHTMLCSSJavaJavaScriptPowerShellPythonSQLTypeScript,Microsoft SQL ServerPostgreSQLSQLite,HerokuMicrosoft Azure,ASPNETNodejsWordPress,Visual StudioVisual Studio Code,MacOSUbuntuWindows,MacOS,15,Other
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,30,19,Cloud infrastructure engineer,CHTMLCSSJavaScriptPerlPowerShellRSQL,Cosmos DBMicrosoft SQL Server,Microsoft Azure,ASPNET CORE,RStudioVisual StudioVisual Studio Code,Windows,Windows,19,Government
Inperson,Bachelors degree BA BS BEng etc,6,2,Developer game or graphics,CPython,Dynamodb,Amazon Web Services AWS,Unknown,PyCharmVisual StudioVisual Studio Code,Windows,Windows,2,Software Development
Hybrid some remote some inperson,Some collegeuniversity study without earning a degree,25,20,Developer fullstack,BashShell all shellsHTMLCSSJavaScriptPHPSQL,PostgreSQL,Digital Ocean,jQuery,NanoVisual Studio CodeVSCodium,AndroidArchDebianUbuntu,AndroidDebianUbuntuWindowsWindows Subsystem for Linux WSL,20,Software Development
Remote,Some collegeuniversity study without earning a degree,22,20,Senior Executive CSuite VP etc,GoHTMLCSSJavaScriptPHPPythonSoliditySQLTypeScriptZephyr,BigQueryCassandraClickhouseDynamodbElasticsearchFirebase Realtime DatabaseMongoDBMySQLNeo4JPostgreSQLRedis,Amazon Web Services AWSCloudflareDigital OceanFirebaseGoogle CloudHetznerOVHVercelVMwareVultr,FastAPIFlaskLaravelNodejsReact,IntelliJ IDEAPhpStormSublime TextVisual Studio Code,MacOS,MacOS,20,Software Development
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,12,3,Developer desktop or enterprise applications,BashShell all shellsCJavaSQL,PostgreSQL,Unknown,Unknown,IntelliJ IDEANotepadVisual StudioVisual Studio Code,AndroidWindowsWindows Subsystem for Linux WSL,Red HatWindowsWindows Subsystem for Linux WSL,3,Internet Telecomm or Information Services
